Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
ARDEOLA-INTERNATIONAL JOURNAL OF ORNITHOLOGY,ARDEOLA,SPAIN,X,,,
ARDIN-ARTE DISENO E INGENIERIA,ARDIN,SPAIN,,,,X
AREA,AREA,ENGLAND,,X,,
AREA ABIERTA,AREA ABIERTA,SPAIN,,,,X
AREA DEVELOPMENT AND POLICY,AREA DEV POLICY,ENGLAND,,,,X
AREAS-REVISTA INTERNACIONAL DE CIENCIAS SOCIALES,AREAS,SPAIN,,,,X
ARENAL-REVISTA DE HISTORIA DE LAS MUJERES,ARENAL,SPAIN,,,,X
ARETHUSA,ARETHUSA,UNITED STATES,,,X,
ARGENTINIAN JOURNAL OF APPLIED LINGUISTICS,ARGENT J APPL LINGUI,ARGENTINA,,,,X
ARGUMENT & COMPUTATION,ARGUM COMPUT,NETHERLANDS,,,,X
ARGUMENTA OECONOMICA,ARGUM OECON,POLAND,,X,,
ARGUMENTATION,ARGUMENTATION,NETHERLANDS,,X,X,
ARGUMENTATION ET ANALYSE DU DISCOURS,ARGUM ANAL DISCOURS,ISRAEL,,,,X
ARGUMENTOS DE RAZON TECNICA,ARGUM RAZON TEC,SPAIN,,,,X
ARGUMENTOS-REVISTA DE FILOSOFIA,ARGUMENTOS,BRAZIL,,,,X
ARHEOLOSKI VESTNIK,ARHEOLOSKI VESTN,SLOVENIA,,,X,
ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU-ARCHIVES OF INDUSTRIAL HYGIENE AND TOXICOLOGY,ARH HIG RADA TOKSIKO,CROATIA,X,,,
ARID ECOSYSTEMS,ARID ECOSYST,RUSSIA,,,,X
ARID LAND RESEARCH AND MANAGEMENT,ARID LAND RES MANAG,UNITED STATES,X,,,
ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE,ARIEL-REV INT ENGL,CANADA,,,X,
ARIEL-REVISTA DE FILOSOFIA,ARIEL-REV FILOS,URUGUAY,,,,X
ARIES-JOURNAL FOR THE STUDY OF WESTERN ESOTERICISM,ARIES,NETHERLANDS,,,,X
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS,ARION,UNITED STATES,,,X,
ARISTONOTHOS-SCRITTI PER IL MEDITERRANEO ANTICO,ARISTONOTHOS-SCR MED,ITALY,,,,X
ARIZONA QUARTERLY,ARIZ Q,UNITED STATES,,,,X
ARKANSAS HISTORICAL QUARTERLY,ARKANSAS HIST QUART,UNITED STATES,,,X,
ARKIV FOR MATEMATIK,ARK MAT,SWEDEN,X,,,
ARKIVOC,ARKIVOC,UNITED STATES,X,,,
ARMED FORCES & SOCIETY,ARMED FORCES SOC,UNITED STATES,,X,,
ARMENIAN JOURNAL OF MATHEMATICS,ARMEN J MATH,ARMENIA,,,,X
ARMS & ARMOUR,ARMS ARMOUR,ENGLAND,,,X,
ARO-THE SCIENTIFIC JOURNAL OF KOYA UNIVERSITY,ARO,IRAQ,,,,X
ARQ,ARQ,CHILE,,,X,
ARQ-ARCHITECTURAL RESEARCH QUARTERLY,ARQ-ARCHIT RES Q,ENGLAND,,,X,
ARQUEOLOGIA,ARQUEOLOGIA-ARGENTIN,ARGENTINA,,,X,
ARQUEOLOGIA DE LA ARQUITECTURA,ARQUEOL ARQUIT,SPAIN,,,,X
ARQUEOLOGIA IBEROAMERICANA,ARQUEOL IBEROAM,SPAIN,,,,X
ARQUEOLOGIA Y TERRITORIO MEDIEVAL,ARQUEOL TERRIT MEDIE,SPAIN,,,,X
ARQUITECTURAS DEL SUR,ARQUIT SUR,CHILE,,,,X
ARQUITETURA REVISTA,ARQUITETURA REV,BRAZIL,,,X,
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,ARQ BRAS MED VET ZOO,BRAZIL,X,,,
ARQUIVO MAARAVI-REVISTA DIGITAL DE ESTUDOS JUDAICOS DA UFMG,ARQ MAARAVI,BRAZIL,,,,X
ARQUIVOS BRASILEIROS DE CARDIOLOGIA,ARQ BRAS CARDIOL,BRAZIL,X,,,
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,ARQ BRAS OFTALMOL,BRAZIL,X,,,
ARQUIVOS BRASILEROS DE PSICOLOGIA,ARQ BRAS PSICOL APL,BRAZIL,,,,X
ARQUIVOS DE NEURO-PSIQUIATRIA,ARQ NEURO-PSIQUIAT,BRAZIL,X,,,
ARRANCADA,ARRANCADA,CUBA,,,,X
ARRHYTHMIA & ELECTROPHYSIOLOGY REVIEW,ARRHYTH ELECTROPHYSI,ENGLAND,,,,X
ARS & HUMANITAS,ARS HUMANIT,SLOVENIA,,,,X
ARS ADRIATICA,ARS ADRIAT,CROATIA,,,,X
ARS BILDUMA,ARS BILDUMA,SPAIN,,,,X
ARS BREVIS,ARS BREVIS,SPAIN,,,,X
ARS COMBINATORIA,ARS COMBINATORIA,CANADA,X,,,
ARS JUDAICA-THE BAR ILAN JOURNAL OF JEWISH ART,ARS JUDAICA,ISRAEL,,,,X
ARS MATHEMATICA CONTEMPORANEA,ARS MATH CONTEMP,SLOVENIA,X,,,
ARS ORIENTALIS,ARS ORIENTALIS,UNITED STATES,,,X,
ARS PHARMACEUTICA,ARS PHARM,SPAIN,,,,X
ART & PERCEPTION,ART PERCEPT,NETHERLANDS,,,,X
ART BULLETIN,ART BULL,UNITED STATES,,,X,
ART DESIGN & COMMUNICATION IN HIGHER EDUCATION,ART DES COMMUN HIGH,ENGLAND,,,,X
ART DOCUMENTATION,ART DOC,UNITED STATES,,,,X
ART HISTORY,ART HIST,ENGLAND,,,X,
ART IN AMERICA,ART AM,UNITED STATES,,,X,
ART JOURNAL,ART J,UNITED STATES,,,X,
ART THERAPY,ART THER,ENGLAND,,,,X
ARTCULTURA-REVISTA DE HISTORIA CULTURA E ARTE,ARTCULTURA,BRAZIL,,,,X
ARTE INDIVIDUO Y SOCIEDAD,ARTE INDIVIDUO SOC,SPAIN,,,X,
ARTE Y POLITICAS DE IDENTIDAD,ARTE POLIT IDENTIDAD,SPAIN,,,,X
ARTERIAL HYPERTENSION,ARTER HYPERTENS,POLAND,,,,X
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,UNITED STATES,X,,,
ARTERY RESEARCH,ARTERY RES,ENGLAND,X,,,
ARTETERAPIA-PAPELES DE ARTETERAPIA Y EDUCACION ARTISTICA PARA LA INCLUSION SOCIAL,ARTETERAPIA,SPAIN,,,,X
ARTFORUM INTERNATIONAL,ARTFORUM INT,UNITED STATES,,,X,
ARTHRITIS & RHEUMATOLOGY,ARTHRITIS RHEUMATOL,UNITED STATES,X,,,
ARTHRITIS CARE & RESEARCH,ARTHRIT CARE RES,UNITED STATES,X,,,
ARTHRITIS RESEARCH & THERAPY,ARTHRITIS RES THER,ENGLAND,X,,,
ARTHROPOD STRUCTURE & DEVELOPMENT,ARTHROPOD STRUCT DEV,ENGLAND,X,,,
ARTHROPOD SYSTEMATICS & PHYLOGENY,ARTHROPOD SYST PHYLO,GERMANY,X,,,
ARTHROPODA SELECTA,ARTHROPODA SEL,RUSSIA,X,,,
ARTHROPOD-PLANT INTERACTIONS,ARTHROPOD-PLANT INTE,NETHERLANDS,X,,,
ARTHROSCOPY TECHNIQUES,ARTHROSC TEC,NETHERLANDS,,,,X
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,ARTHROSCOPY,UNITED STATES,X,,,
ARTHROSKOPIE,ARTHROSKOPIE,GERMANY,,,,X
ARTHUR MILLER JOURNAL,ARTHUR MILLER J,UNITED STATES,,,,X
ARTHURIANA,ARTHURIANA,UNITED STATES,,,X,
ARTI MUSICES,ARTI MUSIC,CROATIA,,,X,
ARTIBUS ASIAE,ARTIBUS ASIAE,SWITZERLAND,,,X,
ARTIBUS ET HISTORIAE,ARTIBUS HIST,POLAND,,,X,
ARTIFARA-REVISTA DE LENGUAS Y LITERATURAS IBERICAS Y LATINOAMERICANAS,ARTIFARA,ITALY,,,,X
ARTIFICIAL CELLS NANOMEDICINE AND BIOTECHNOLOGY,ARTIF CELL NANOMED B,UNITED STATES,X,,,
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,NETHERLANDS,X,,,
ARTIFICIAL INTELLIGENCE AND LAW,ARTIF INTELL LAW,NETHERLANDS,X,X,,
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,NETHERLANDS,X,,,
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,NETHERLANDS,X,,,
ARTIFICIAL LIFE,ARTIF LIFE,UNITED STATES,X,,,
ARTIFICIAL LIFE AND ROBOTICS,ARTIF LIFE ROBOT,JAPAN,,,,X
ARTIFICIAL ORGANS,ARTIF ORGANS,UNITED STATES,X,,,
ARTIFICIAL SATELLITES-JOURNAL OF PLANETARY GEODESY,ARTIF SATELL,POLAND,,,,X
ARTMARGINS,ARTMARGINS-CAMBRIDGE,UNITED STATES,,,X,
ARTNEWS,ART NEWS,UNITED STATES,,,X,
ARTNODES,ARTNODES,SPAIN,,,,X
ARTS,ARTS,SWITZERLAND,,,,X
ARTS & HEALTH,ARTS HEALTH,ENGLAND,,X,,
ARTS AND HUMANITIES IN HIGHER EDUCATION,ARTS HUM HIGH EDUC,ENGLAND,,,,X
ARTS AND THE MARKET,ARTS MARK,ENGLAND,,,,X
ARTS IN PSYCHOTHERAPY,ART PSYCHOTHER,ENGLAND,,X,,
ARTS OF ASIA,ART ASIA,PEOPLES R CHINA,,,X,
ART-SANAT,ART-SANAT,TURKEY,,,,X
ARTSEDUCA,ARTSEDUCA,SPAIN,,,,X
ARYA ATHEROSCLEROSIS,ARYA ATHEROSCLER,IRAN,,,,X
ARYS-ANTIGUEDAD RELIGIONES Y SOCIEDADES,ARYS-ANTIG RELIG SOC,SPAIN,,,,X
ASAIO JOURNAL,ASAIO J,UNITED STATES,X,,,
ASCE-ASME JOURNAL OF RISK AND UNCERTAINTY IN ENGINEERING SYSTEMS PART A-CIVIL ENGINEERING,ASCE-ASME J RISK U A,UNITED STATES,X,,,
ASCE-ASME JOURNAL OF RISK AND UNCERTAINTY IN ENGINEERING SYSTEMS PART B-MECHANICAL ENGINEERING,ASCE-ASME J RISK U B,UNITED STATES,,,,X
ASCHKENAS-ZEITSCHRIFT FUER GESCHICHTE UND KULTUR DER JUDEN,ASCHKENAS,GERMANY,,,,X
ASCLEPIO-REVISTA DE HISTORIA DE LA MEDICINA Y DE LA CIENCIA,ASCLEPIO,SPAIN,,,X,
ASEAN JOURNAL OF PSYCHIATRY,ASEAN J PSYCHIATR,MALAYSIA,,,,X
ASHRAE JOURNAL,ASHRAE J,UNITED STATES,X,,,
ASIA & THE PACIFIC POLICY STUDIES,ASIA PAC POLICY STUD,AUSTRALIA,,X,,
ASIA EUROPE JOURNAL,ASIA EUR J,GERMANY,,X,,
ASIA PACIFIC ALLERGY,ASIA PAC ALLERGY,SOUTH KOREA,,,,X
ASIA PACIFIC BUSINESS REVIEW,ASIA PAC BUS REV,ENGLAND,,X,,
ASIA PACIFIC EDUCATION REVIEW,ASIA PAC EDUC REV,SOUTH KOREA,,X,,
ASIA PACIFIC JOURNAL OF ANTHROPOLOGY,ASIA PAC J ANTHROPOL,ENGLAND,,X,,
ASIA PACIFIC JOURNAL OF CLINICAL NUTRITION,ASIA PAC J CLIN NUTR,AUSTRALIA,X,,,
ASIA PACIFIC JOURNAL OF COUNSELLING AND PSYCHOTHERAPY,ASIA PAC J COUNS PSY,HONG KONG,,,,X
ASIA PACIFIC JOURNAL OF EDUCATION,ASIA PAC J EDUC,ENGLAND,,X,,
ASIA PACIFIC JOURNAL OF ENVIRONMENTAL LAW,ASIA PAC J ENVIRON,NETHERLANDS,,,,X
ASIA PACIFIC JOURNAL OF HEALTH MANAGEMENT,ASIA-PAC J HEALTH MA,AUSTRALIA,,,,X
ASIA PACIFIC JOURNAL OF HUMAN RESOURCES,ASIA PAC J HUM RESOU,AUSTRALIA,,X,,
ASIA PACIFIC JOURNAL OF INNOVATION AND ENTREPRENEURSHIP,ASIA PAC J INNOV ENT,ENGLAND,,,,X
ASIA PACIFIC JOURNAL OF MANAGEMENT,ASIA PAC J MANAG,SINGAPORE,,X,,
ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,ASIA PAC J MARKET LO,ENGLAND,,X,,
ASIA PACIFIC JOURNAL OF PUBLIC ADMINISTRATION,ASIA PAC J PUBLIC AM,ENGLAND,,,,X
ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,ASIA PAC J SOC WORK,SINGAPORE,,X,,
ASIA PACIFIC JOURNAL OF TOURISM RESEARCH,ASIA PAC J TOUR RES,ENGLAND,,X,,
ASIA PACIFIC LAW REVIEW,ASIA PAC LAW REV,PEOPLES R CHINA,,X,,
ASIA PACIFIC MANAGEMENT REVIEW,ASIA PAC MANAG REV,TAIWAN,,,,X
ASIA PACIFIC MEDIA EDUCATOR,ASIA PAC MEDIA EDUC,INDIA,,,,X
ASIA PACIFIC VIEWPOINT,ASIA PAC VIEWP,NEW ZEALAND,,X,,
ASIAN ACADEMY OF MANAGEMENT JOURNAL,ASIAN ACAD MANAG J,MALAYSIA,,,,X
ASIAN ACADEMY OF MANAGEMENT JOURNAL OF ACCOUNTING AND FINANCE,ASIAN ACAD MANAG J A,MALAYSIA,,,,X
ASIAN AFFAIRS,ASIAN AFF,ENGLAND,,,,X
ASIAN AMERICAN JOURNAL OF PSYCHOLOGY,ASIAN AM J PSYCHOL,UNITED STATES,,X,,
ASIAN AND AFRICAN STUDIES,ASIAN AFR STUD,SLOVAKIA,,,,X
ASIAN AND PACIFIC MIGRATION JOURNAL,ASIAN PAC MIGR J,ENGLAND,,X,,
ASIAN BIOETHICS REVIEW,ASIAN BIOETHICS REV,UNITED STATES,,,,X
ASIAN BIOMEDICINE,ASIAN BIOMED,THAILAND,X,,,
ASIAN BIOTECHNOLOGY AND DEVELOPMENT REVIEW,ASIAN BIOTECHN DEV R,INDIA,,,,X
ASIAN BUSINESS & MANAGEMENT,ASIAN BUS MANAG,ENGLAND,,X,,
ASIAN CASE RESEARCH JOURNAL,ASIAN CASE RES J,SINGAPORE,,,,X
ASIAN CINEMA,ASIAN CINE,ENGLAND,,,,X
ASIAN ECONOMIC JOURNAL,ASIAN ECON J,JAPAN,,X,,
ASIAN ECONOMIC PAPERS,ASIAN ECON PAP,UNITED STATES,,X,,
ASIAN ECONOMIC POLICY REVIEW,ASIAN ECON POLICY R,JAPAN,,X,,
ASIAN EDUCATION AND DEVELOPMENT STUDIES,ASIAN EDUC DEV STUD,ENGLAND,,,,X
ASIAN ENGLISHES,ASIAN ENGL,JAPAN,,,,X
ASIAN ETHNICITY,ASIAN ETHN,ENGLAND,,,,X
ASIAN ETHNOLOGY,ASIAN ETHNOL,JAPAN,,,X,
ASIAN GEOGRAPHER,ASIAN GEOGR,ENGLAND,,,,X
ASIAN HERPETOLOGICAL RESEARCH,ASIAN HERPETOL RES,PEOPLES R CHINA,X,,,
ASIAN JOURNAL OF ACCOUNTING AND GOVERNANCE,ASIAN J ACCOUNT GOV,MALAYSIA,,,,X
ASIAN JOURNAL OF AGRICULTURE AND BIOLOGY,ASIAN J AGR BIOL,PAKISTAN,,,,X
ASIAN JOURNAL OF AGRICULTURE AND DEVELOPMENT,ASIAN J AGRIC DEV,PHILIPPINES,,,,X
ASIAN JOURNAL OF ANDROLOGY,ASIAN J ANDROL,PEOPLES R CHINA,X,,,
ASIAN JOURNAL OF ATMOSPHERIC ENVIRONMENT,ASIAN J ATMOS ENVIRO,SOUTH KOREA,,,,X
ASIAN JOURNAL OF BUSINESS AND ACCOUNTING,ASIAN J BUS ACCOUNT,MALAYSIA,,,,X
ASIAN JOURNAL OF BUSINESS ETHICS,ASIAN J BUS ETHICS,NETHERLANDS,,,,X
ASIAN JOURNAL OF COMMUNICATION,ASIAN J COMMUN,ENGLAND,,X,,
ASIAN JOURNAL OF COMPARATIVE POLITICS,ASIAN J COMP POLITIC,ENGLAND,,,,X
ASIAN JOURNAL OF CONTROL,ASIAN J CONTROL,TAIWAN,X,,,
ASIAN JOURNAL OF CRIMINOLOGY,ASIAN J CRIMINOL,NETHERLANDS,,X,,
ASIAN JOURNAL OF ENDOSCOPIC SURGERY,ASIAN J ENDOSC SURG,JAPAN,,,,X
ASIAN JOURNAL OF INTERNATIONAL LAW,ASIAN J INT LAW,ENGLAND,,,,X
ASIAN JOURNAL OF LAW AND ECONOMICS,ASIAN J LAW ECON,GERMANY,,,,X
ASIAN JOURNAL OF LAW AND SOCIETY,ASIAN J LAW SOC,ENGLAND,,,,X
ASIAN JOURNAL OF MANAGEMENT CASES,ASIAN J MANAG CASES,PAKISTAN,,,,X
ASIAN JOURNAL OF MATHEMATICS,ASIAN J MATH,UNITED STATES,X,,,
ASIAN JOURNAL OF ORGANIC CHEMISTRY,ASIAN J ORG CHEM,GERMANY,X,,,
ASIAN JOURNAL OF PHARMACEUTICAL RESEARCH AND HEALTH CARE,ASIAN J PHARM RES HE,INDIA,,,,X
ASIAN JOURNAL OF PHARMACEUTICAL SCIENCES,ASIAN J PHARM SCI,PEOPLES R CHINA,X,,,
ASIAN JOURNAL OF PHARMACEUTICS,ASIAN J PHARM,INDIA,,,,X
ASIAN JOURNAL OF POLITICAL SCIENCE,ASIAN J POLIT SCI,SOUTH KOREA,,,,X
ASIAN JOURNAL OF PSYCHIATRY,ASIAN J PSYCHIATR,NETHERLANDS,X,,,
ASIAN JOURNAL OF SHIPPING AND LOGISTICS,ASIAN J SHIPPING LOG,SOUTH KOREA,,,,X
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,ASIAN J SOC PSYCHOL,AUSTRALIA,,X,,
ASIAN JOURNAL OF SOCIAL SCIENCE,ASIAN J SOC SCI,NETHERLANDS,,X,,
ASIAN JOURNAL OF SURGERY,ASIAN J SURG,PEOPLES R CHINA,X,,,
ASIAN JOURNAL OF TECHNOLOGY INNOVATION,ASIAN J TECHNOL INNO,SOUTH KOREA,,X,,
ASIAN JOURNAL OF TRANSFUSION SCIENCE,ASIAN J TRANSF SCI,INDIA,,,,X
ASIAN JOURNAL OF UROLOGY,ASIAN J UROL,SINGAPORE,,,,X
ASIAN JOURNAL OF WATER ENVIRONMENT AND POLLUTION,ASIAN J WATER ENVIRO,INDIA,,,,X
ASIAN JOURNAL OF WOMENS STUDIES,ASIAN J WOMEN STUD,SOUTH KOREA,,X,,
ASIAN JOURNAL OF WTO & INTERNATIONAL HEALTH LAW AND POLICY,ASIAN J WTO INT HEAL,TAIWAN,,X,,
ASIAN MUSIC,ASIAN MUSIC,UNITED STATES,,,X,
ASIAN MYRMECOLOGY,ASIAN MYRMECOL,MALAYSIA,X,,,
ASIAN NURSING RESEARCH,ASIAN NURS RES,SOUTH KOREA,X,X,,
ASIAN ONCOLOGY NURSING,ASIAN ONCOL NURS,SOUTH KOREA,,,,X
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,ASIAN PAC J ALLERGY,THAILAND,X,,,
ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE,ASIAN PAC J TROP BIO,INDIA,X,,,
ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,ASIAN PAC J TROP MED,INDIA,X,,,
ASIAN PERSPECTIVE,ASIAN PERSPECT-SEOUL,SOUTH KOREA,,X,,
ASIAN PERSPECTIVES-THE JOURNAL OF ARCHAEOLOGY FOR ASIA AND THE PACIFIC,ASIAN PERSPECT,UNITED STATES,,,X,
ASIAN PHILOSOPHY,ASIAN PHILOS,ENGLAND,,,X,
ASIAN POLITICS & POLICY,ASIAN POLIT POLICY,UNITED STATES,,,,X
ASIAN POPULATION STUDIES,ASIAN POPUL STUD,ENGLAND,,X,,
ASIAN REVIEW OF ACCOUNTING,ASIAN REV ACCOUNT,ENGLAND,,,,X
ASIAN REVIEW OF WORLD HISTORIES,ASIAN REV WORLD HIS,SOUTH KOREA,,,,X
ASIAN SOCIAL WORK AND POLICY REVIEW,ASIAN SOC WORK POLIC,SOUTH KOREA,,,,X
ASIAN SPINE JOURNAL,ASIAN SPINE J,SOUTH KOREA,,,,X
ASIAN STUDIES REVIEW,ASIAN STUD REV,ENGLAND,,X,X,
ASIAN STUDIES-AZIJSKE STUDIJE,ASIAN STUD-AZIJSKE S,SLOVENIA,,,,X
ASIAN SURVEY,ASIAN SURV,UNITED STATES,,X,,
ASIAN THEATRE JOURNAL,ASIAN THEATRE J,UNITED STATES,,,X,
ASIAN WOMEN,ASIAN WOMEN,SOUTH KOREA,,X,,
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,ASIAN AUSTRAL J ANIM,SOUTH KOREA,X,,,
ASIANETWORK EXCHANGE-A JOURNAL FOR ASIAN STUDIES IN THE LIBERAL ARTS,ASIANETWORK EXCH,ENGLAND,,,,X
ASIAN-EUROPEAN JOURNAL OF MATHEMATICS,ASIAN-EUR J MATH,SINGAPORE,,,,X
ASIAN-PACIFIC ECONOMIC LITERATURE,ASIAN-PAC ECON LIT,AUSTRALIA,,X,,
ASIAN-PACIFIC JOURNAL OF SECOND AND FOREIGN LANGUAGE EDUCATION,ASIAN-PAC J SEC FOR,ENGLAND,,,,X
ASIA-PACIFIC EDUCATION RESEARCHER,ASIA-PAC EDUC RES,PHILIPPINES,,X,,
ASIA-PACIFIC FINANCIAL MARKETS,ASIA-PAC FINANC MARK,UNITED STATES,,,,X
ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,ASIA-PAC J ACCOUNT E,PEOPLES R CHINA,,X,,
ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES,ASIA-PAC J ATMOS SCI,SOUTH KOREA,X,,,
ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,ASIA-PAC J BUS ADM,ENGLAND,,,,X
ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING,ASIA-PAC J CHEM ENG,ENGLAND,X,,,
ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY,ASIA-PAC J CLIN ONCO,AUSTRALIA,X,,,
ASIA-PACIFIC JOURNAL OF FINANCIAL STUDIES,ASIA-PAC J FINANC ST,SOUTH KOREA,,X,,
ASIA-PACIFIC JOURNAL OF ONCOLOGY NURSING,ASIA-PAC J ONCOL NUR,HONG KONG,X,X,,
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,SINGAPORE,X,,,
ASIA-PACIFIC JOURNAL OF OPHTHALMOLOGY,ASIA-PAC J OPHTHALMO,UNITED STATES,X,,,
ASIA-PACIFIC JOURNAL OF PUBLIC HEALTH,ASIA-PAC J PUBLIC HE,MALAYSIA,X,X,,
ASIA-PACIFIC JOURNAL OF SPORT MEDICINE ARTHROSCOPY REHABILITATION AND TECHNOLOGY,ASIA-PAC J SPORT MED,SINGAPORE,,,,X
ASIA-PACIFIC JOURNAL OF TEACHER EDUCATION,ASIA-PAC J TEACH EDU,ENGLAND,,X,,
ASIA-PACIFIC JOURNAL-JAPAN FOCUS,ASIA-PAC J-JPN FOCU,JAPAN,,,,X
ASIA-PACIFIC MANAGEMENT ACCOUNTING JOURNAL,ASIA-PAC MANAG ACCOU,MALAYSIA,,,,X
ASIA-PACIFIC PSYCHIATRY,ASIA-PAC PSYCHIAT,AUSTRALIA,X,X,,
ASIA-PACIFIC REVIEW,ASIA-PAC REV,JAPAN,,,,X
ASIATIC-IIUM JOURNAL OF ENGLISH LANGUAGE AND LITERATURE,ASIATIC,MALAYSIA,,,,X
ASLIB JOURNAL OF INFORMATION MANAGEMENT,ASLIB J INFORM MANAG,ENGLAND,X,X,,
ASN NEURO,ASN NEURO,ENGLAND,X,,,
ASPASIA,ASPASIA,UNITED STATES,,,,X
ASR CHIANG MAI UNIVERSITY JOURNAL OF SOCIAL SCIENCES AND HUMANITIES,ASR CHIANG MAI UNIV,THAILAND,,,,X
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,UNITED STATES,X,,,
ASSEMBLY AUTOMATION,ASSEMBLY AUTOM,ENGLAND,X,,,
ASSESSING WRITING,ASSESS WRIT,ENGLAND,,X,,
ASSESSMENT,ASSESSMENT,UNITED STATES,,X,,
ASSESSMENT & EVALUATION IN HIGHER EDUCATION,ASSESS EVAL HIGH EDU,UNITED STATES,,X,,
ASSESSMENT FOR EFFECTIVE INTERVENTION,ASSES EFF INTERV,UNITED STATES,,,,X
ASSESSMENT IN EDUCATION-PRINCIPLES POLICY & PRACTICE,ASSESS EDUC,ENGLAND,,X,,
ASSISTENZA INFERMIERISTICA E RICERCA,ASSIST INFERM RIC,ITALY,X,X,,
ASSISTIVE TECHNOLOGY,ASSIST TECHNOL,UNITED STATES,,X,,
ASTA-ADVANCES IN STATISTICAL ANALYSIS,ASTA-ADV STAT ANAL,GERMANY,X,,,
ASTERION-PHILOSOPHIE HISTOIRE DES IDEES PENSEE POLITIQUE,ASTERION,FRANCE,,,,X
ASTERISQUE,ASTERISQUE,FRANCE,X,,,
ASTIM ALLERJI IMMUNOLOJI,ASTIM ALLERJI IMMUNO,TURKEY,,,,X
ASTIN BULLETIN,ASTIN BULL,ENGLAND,X,X,,
ASTROBIOLOGY,ASTROBIOLOGY,UNITED STATES,X,,,
ASTROLABIO-NUEVA EPOCA,ASTROLABIO-NUEVA EPO,ARGENTINA,,,,X
ASTRONOMICAL JOURNAL,ASTRON J,UNITED STATES,X,,,
ASTRONOMISCHE NACHRICHTEN,ASTRON NACHR,GERMANY,X,,,
ASTRONOMY & ASTROPHYSICS,ASTRON ASTROPHYS,FRANCE,X,,,
ASTRONOMY & GEOPHYSICS,ASTRON GEOPHYS,ENGLAND,X,,,
ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRON ASTROPHYS REV,GERMANY,X,,,
ASTRONOMY AND COMPUTING,ASTRON COMPUT,NETHERLANDS,X,,,
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,ASTRON LETT+,RUSSIA,X,,,
ASTRONOMY REPORTS,ASTRON REP+,RUSSIA,X,,,
ASTROPARTICLE PHYSICS,ASTROPART PHYS,NETHERLANDS,X,,,
ASTROPHYSICAL BULLETIN,ASTROPHYS BULL,RUSSIA,X,,,
ASTROPHYSICAL JOURNAL,ASTROPHYS J,UNITED STATES,X,,,
ASTROPHYSICAL JOURNAL LETTERS,ASTROPHYS J LETT,UNITED STATES,X,,,
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,UNITED STATES,X,,,
ASTROPHYSICS,ASTROPHYSICS+,ARMENIA,X,,,
ASTROPHYSICS AND SPACE SCIENCE,ASTROPHYS SPACE SCI,NETHERLANDS,X,,,
ASYMPTOTIC ANALYSIS,ASYMPTOTIC ANAL,NETHERLANDS,X,,,
ATA JOURNAL OF LEGAL TAX RESEARCH,ATA J LEG TAX RES,UNITED STATES,,,,X
ATALANTA-REVISTA DE LAS LETRAS BARROCAS,ATALANTA-REV LET BAR,SPAIN,,,,X
ATALANTE-REVISTA DE ESTUDIOS CINEMATOGRAFICOS,ATALANTE,SPAIN,,,X,
AT-AUTOMATISIERUNGSTECHNIK,AT-AUTOM,GERMANY,X,,,
ATELIE GEOGRAFICO,ATELIE GEOGR,BRAZIL,,,,X
ATELIER,ATELIER,FRANCE,,,,X
ATELIER DU CENTRE DE RECHERCHES HISTORIQUES,ATELIER CENT RECH HI,FRANCE,,,,X
ATELIERS DE L ETHIQUE-THE ETHICS FORUM,ATELIERS ETHIQUE,CANADA,,,,X
ATENAS,ATENAS,CUBA,,,,X
ATENCION PRIMARIA,ATEN PRIM,SPAIN,X,,,
